start_station_id,start_station_name,start_lat,start_lng
4023.01,St Marks Ave & Thomas S. Boyland St,40.67312999999999,-73.91386999999996
4023.05,Pacific St & Thomas S. Boyland St,40.67568000000006,-73.91396
4025.02,Prospect Pl & Nostrand Ave,40.67427999999999,-73.95029999999998
4028.03,3 St & 3 Ave,40.675070500000004,-73.98775226000015
4028.04,4 Ave & 3 St,40.673745999999994,-73.98564900000005
4031.05,St Marks Ave & Ralph Ave,40.673719999999996,-73.92199000000001
4033.16,Sterling Pl & Franklin Ave,40.67324785000001,-73.95689517000001
4033.18,Sterling Pl & Classon Ave,40.67394109999998,-73.96025999999999
4039.04,St Marks Ave & Rochester Ave,40.67404,-73.92771999999998
4042.08,Underhill Ave & Lincoln Pl,40.674012299999994,-73.96714570000006
4045.01,Clinton St & Centre St,40.67433999999997,-74.00194697999996
4048.03,Bergen St & Troy Ave,40.67524000000002,-73.93595999999998
4051.01,Berkeley Pl & 7 Ave,40.6751468387098,-73.97523209452629
4054.06,Dwight St & Dikeman St,40.67487503856167,-74.01048018571481
4055.04,Bergen St & Mother Gaston Blvd,40.67374000000001,-73.90851999999997
4057.04,Brooklyn Ave & Prospect Pl,40.674120000000016,-73.94447000000002
4060.09,Carroll St & 5 Ave,40.67516220000001,-73.98148320000001
4064.03,Bergen St & Saratoga Ave,40.67423000000002,-73.91655999999995
4066.15,Bedford Ave & Bergen St,40.676368,-73.952918
4072.02,Bergen St & Buffalo Ave,40.67470000000001,-73.92511999999991
4074.14,Classon Ave & St Marks Ave,40.67651300000001,-73.95943100000001
4077.04,Smith St & 9 St,40.67469569999998,-73.99785768000005
4077.07,Court St & Nelson St,40.67633767739252,-73.9987316158716
4080.01,Schenectady Ave & Pacific St,40.67686000000001,-73.93326999999994
4083.13,Park Pl & Vanderbilt Ave,40.67669999999999,-73.96902400000003
4086.05,Columbia St & W 9 St,40.67699930000001,-74.00647134
4086.06,Henry St & W 9 St,40.676374400000014,-74.00324956999991
4087.01,Van Sinderen Ave & Atlantic Ave,40.67621000000001,-73.90350999999991
4089.01,Bergen St & Kingston Ave,40.675599999999996,-73.94150000000003
4095.03,Van Brunt St & Wolcott St,40.67734290000001,-74.01275055999997
4095.1,Van Brunt St & Van Dyke St,40.675832943912894,-74.01472628116608
4095.10,Van Brunt St & Van Dyke St,40.675832943912894,-74.01472628116608
4096.08,Dean St & Rockaway Ave,40.674859999999995,-73.91123
4098.06,New York Ave & St Marks Ave,40.67513999999997,-73.94715999999997
