GEOID,tract_name,median_household_income,total_households,households_no_vehicle,poverty_rate,no_vehicle_share
1400000US36061017401,,37975,2341,2112,26.7,0.9021785561725758
1400000US36061017402,,81364,1196,973,11.6,0.8135451505016722
1400000US36061017500,,154118,4600,3344,3.3,0.7269565217391304
1400000US36061017700,,108429,4794,3397,13.2,0.7085940759282436
1400000US36061017800,,56875,1865,1513,29.9,0.811260053619303
1400000US36061017900,,168859,4369,3024,8.9,0.6921492332341497
1400000US36061018000,,50560,2966,2475,33.8,0.8344571813890762
1400000US36061018100,,114966,4210,3049,8.3,0.7242280285035629
1400000US36061018200,,38942,3074,2561,39.3,0.8331164606376057
1400000US36061018300,,149367,3827,2713,17.3,0.708910373660831
1400000US36061018400,,51866,3286,2615,25.6,0.795800365185636
1400000US36061018500,,162188,2832,1969,4.8,0.695268361581921
1400000US36061018600,,50862,1980,1467,29.5,0.740909090909091
1400000US36061018700,,145459,3668,2857,9.7,0.7788985823336968
1400000US36061018800,,27237,2520,2250,30.5,0.8928571428571429
1400000US36061018900,,44263,4625,3850,31.9,0.8324324324324325
1400000US36061019000,,121438,1645,1047,12.4,0.6364741641337386
1400000US36061019100,,142500,4294,3355,9.4,0.7813227759664648
1400000US36061019200,,19525,1626,1387,46.9,0.8530135301353013
1400000US36061019300,,67090,4112,3269,21.0,0.7949902723735408
1400000US36061019400,,45750,2845,2245,26.7,0.789103690685413
1400000US36061019500,,122103,3246,2370,16.3,0.7301293900184843
1400000US36061019600,,28069,1841,1450,31.7,0.7876154263986963
1400000US36061019701,,57292,515,414,34.0,0.8038834951456311
1400000US36061019702,,111250,1173,976,14.0,0.8320545609548167
1400000US36061019800,,108250,1029,751,12.7,0.7298347910592808
1400000US36061019900,,83929,3196,2538,19.7,0.7941176470588235
1400000US36061020000,,57034,1651,1272,18.4,0.7704421562689279
1400000US36061020101,,152250,337,272,25.0,0.8071216617210683
1400000US36061020102,,83375,1609,1186,15.7,0.7371037911746426
1400000US36061020300,,67528,466,416,24.7,0.8927038626609443
1400000US36061020500,,196576,1197,671,9.4,0.5605680868838764
1400000US36061020600,,50864,1786,1470,30.0,0.8230683090705487
1400000US36061020701,,92788,1091,956,21.9,0.8762603116406966
1400000US36061020800,,73197,2235,1659,23.5,0.7422818791946308
1400000US36061020901,,25357,1440,1243,33.8,0.8631944444444445
1400000US36061021000,,43645,3322,2542,36.7,0.7652016857314871
1400000US36061021100,,65753,4189,3261,29.7,0.7784674146574362
1400000US36061021200,,69702,2678,2043,20.7,0.7628827483196415
1400000US36061021303,,57119,2390,1640,21.2,0.6861924686192469
1400000US36061021400,,51068,2113,1706,24.5,0.807382867960246
1400000US36061021500,,56884,1821,1518,19.4,0.8336079077429983
1400000US36061021600,,73831,3361,2574,15.7,0.7658434989586432
1400000US36061021703,,,0,0,,
1400000US36061021800,,47193,2971,2378,13.9,0.8004039044092898
1400000US36061021900,,21938,2052,1850,38.7,0.9015594541910331
1400000US36061022000,,74151,3032,1882,25.1,0.6207124010554089
1400000US36061022102,,67669,1138,797,14.6,0.7003514938488576
1400000US36061022200,,84071,1571,1139,18.7,0.7250159134309357
1400000US36061022301,,50668,2610,2162,31.9,0.828352490421456
1400000US36061022302,,50238,1294,1006,19.6,0.7774343122102009
1400000US36061022400,,19326,2766,2528,41.8,0.9139551699204628
1400000US36061022500,,53424,3968,2923,24.8,0.7366431451612904
1400000US36061022600,,86559,2210,1339,16.6,0.6058823529411764
1400000US36061022700,,63574,2389,1894,20.3,0.7928003348681457
1400000US36061022800,,63413,2789,1999,24.4,0.7167443528146289
1400000US36061022900,,60346,2976,2319,30.6,0.7792338709677419
1400000US36061023000,,27860,3909,3351,48.8,0.8572524942440521
1400000US36061023100,,69949,2724,2088,21.0,0.7665198237885462
1400000US36061023200,,27967,3410,3138,52.4,0.9202346041055719
1400000US36061023300,,84927,2751,1884,19.6,0.6848418756815703
1400000US36061023400,,62346,2463,2341,26.6,0.950466910272026
1400000US36061023501,,71893,2817,2093,17.3,0.7429889953851615
1400000US36061023502,,44491,867,648,36.9,0.7474048442906575
1400000US36061023600,,43679,4594,2941,15.5,0.6401828471919896
1400000US36061023700,,60404,2651,2178,29.5,0.8215767634854771
1400000US36061023802,,100870,1990,1403,8.2,0.7050251256281407
1400000US36061023803,,80724,1632,1093,10.6,0.6697303921568627
1400000US36061023804,,183536,1553,1155,17.7,0.7437218287186091
1400000US36061023900,,48816,1271,974,18.1,0.7663257277734068
1400000US36061024000,,,0,0,69.8,
1400000US36061024100,,59500,3228,2523,21.2,0.7815985130111525
1400000US36061024200,,42617,2037,1591,28.8,0.7810505645557192
1400000US36061024301,,74226,1583,1287,16.7,0.8130132659507264
1400000US36061024302,,23574,2663,2182,41.8,0.8193766428839655
1400000US36061024500,,51403,5442,4922,31.5,0.904446894524072
1400000US36061024700,,83605,2705,2037,19.2,0.7530499075785583
1400000US36061024900,,68000,470,412,9.7,0.8765957446808511
1400000US36061025100,,37839,839,658,29.4,0.7842669845053635
1400000US36061025300,,72763,4028,3547,18.0,0.8805858987090367
1400000US36061025500,,78315,1908,1585,20.0,0.8307127882599581
1400000US36061025700,,104033,2260,1595,16.0,0.7057522123893806
1400000US36061025900,,79429,1806,1286,15.9,0.7120708748615725
1400000US36061026100,,40352,3719,3312,35.7,0.89056197902662
1400000US36061026300,,67024,2804,2495,18.0,0.8898002853067047
1400000US36061026500,,92434,2942,1770,11.1,0.601631543167913
1400000US36061026700,,51250,591,352,17.3,0.5956006768189509
1400000US36061026900,,52389,2470,1797,14.4,0.7275303643724697
1400000US36061027100,,71595,3179,2411,15.0,0.758414595784838
1400000US36061027300,,122654,3116,2068,4.5,0.6636713735558408
1400000US36061027500,,170000,1794,1201,5.3,0.669453734671126
1400000US36061027700,,58086,1997,1599,22.5,0.800701051577366
1400000US36061027900,,68596,4302,3052,10.8,0.7094374709437471
1400000US36061028100,,143194,1459,925,4.3,0.6339958875942426
1400000US36061028300,,64803,3239,2161,16.5,0.6671812287743131
1400000US36061028500,,51026,2286,1881,30.2,0.8228346456692913
1400000US36061028700,,89476,1634,1237,16.6,0.7570379436964504
1400000US36061029100,,62348,3912,2861,14.1,0.7313394683026585
1400000US36061029300,,35987,2921,2392,35.8,0.8188976377952756
1400000US36061029500,,87108,3345,2048,5.5,0.6122571001494769
1400000US36061029700,,,0,0,,
1400000US36061029900,,34731,1399,1181,18.6,0.8441744102930665
1400000US36061030300,,94208,1629,1114,12.7,0.6838551258440762
1400000US36061030700,,108073,1835,1058,3.1,0.576566757493188
1400000US36061030900,,40438,3355,2307,36.7,0.6876304023845008
1400000US36061031100,,,0,0,,
1400000US36061031703,,250001,2353,1537,5.8,0.6532086697832554
1400000US36061031704,,218917,4683,3615,3.3,0.7719410634208841
1400000US36061031900,,,0,0,,
1400000US36081000101,,134304,2381,1220,6.0,0.5123897522049559
1400000US36081000102,,213135,3371,1877,3.4,0.5568080688223079
1400000US36081000103,,,21,21,0.0,1.0
1400000US36081000104,,,26,0,63.3,0.0
1400000US36081000200,,84643,854,322,15.1,0.3770491803278688
1400000US36081000400,,74107,1113,296,8.5,0.265947888589398
1400000US36081000600,,101042,986,352,17.5,0.35699797160243407
1400000US36081000701,,136875,1690,1117,5.1,0.6609467455621302
1400000US36081000702,,132368,1944,1230,15.4,0.6327160493827161
1400000US36081000800,,111856,1071,316,10.1,0.2950513538748833
1400000US36081001000,,85625,1139,382,8.5,0.3353819139596137
1400000US36081001200,,86524,1250,466,5.5,0.3728
1400000US36081001400,,80456,1217,246,11.8,0.20213640098603122
1400000US36081001600,,77500,760,289,14.5,0.38026315789473686
1400000US36081001800,,118694,887,270,16.9,0.3043968432919955
1400000US36081001901,,232109,1031,793,2.5,0.7691561590688651
1400000US36081001902,,171458,4077,2708,10.2,0.6642138827569292
1400000US36081001903,,172986,1303,1122,5.0,0.8610897927858787
1400000US36081002000,,138750,472,151,11.6,0.3199152542372881
1400000US36081002200,,71667,662,220,9.8,0.3323262839879154
1400000US36081002400,,88421,688,130,15.7,0.18895348837209303
1400000US36081002500,,26044,3363,2965,27.5,0.8816532857567648
1400000US36081002600,,135267,676,126,13.0,0.1863905325443787
1400000US36081002800,,89545,1108,570,10.9,0.5144404332129964
1400000US36081003000,,120417,439,59,3.8,0.13439635535307518
1400000US36081003100,,121908,885,580,20.4,0.655367231638418
1400000US36081003200,,130160,565,168,22.3,0.2973451327433628
1400000US36081003301,,152056,2330,1719,11.4,0.7377682403433476
1400000US36081003302,,80385,416,261,33.1,0.6274038461538461
1400000US36081003400,,74922,728,304,19.8,0.4175824175824176
1400000US36081003600,,64459,1070,369,13.5,0.3448598130841122
1400000US36081003700,,,0,0,,
1400000US36081003800,,86146,702,246,11.7,0.3504273504273504
1400000US36081003900,,59988,519,170,19.7,0.32755298651252407
1400000US36081004001,,92500,670,151,9.6,0.2253731343283582
1400000US36081004002,,49379,545,168,20.3,0.30825688073394497
1400000US36081004200,,67270,1155,286,27.6,0.24761904761904763
1400000US36081004300,,26814,1008,677,31.0,0.6716269841269841
1400000US36081004401,,61920,1133,406,19.7,0.35834068843777583
1400000US36081004500,,97462,1506,754,8.5,0.50066401062417
1400000US36081004700,,56333,1818,1228,30.5,0.6754675467546755
1400000US36081005000,,,0,0,,
1400000US36081005100,,90104,854,593,8.0,0.6943793911007026
1400000US36081005200,,76300,660,209,15.3,0.31666666666666665
1400000US36081005300,,113816,2392,1567,5.8,0.6551003344481605
1400000US36081005400,,78633,1738,656,11.6,0.37744533947065595
1400000US36081005500,,81310,580,330,7.9,0.5689655172413793
1400000US36081005700,,94142,1825,1421,23.3,0.7786301369863013
1400000US36081005800,,91875,1899,259,2.2,0.13638757240652974
1400000US36081005900,,76813,1847,1327,8.9,0.7184623714131023
1400000US36081006100,,106413,2856,2278,6.0,0.7976190476190477
1400000US36081006201,,61954,2936,566,8.0,0.1927792915531335
1400000US36081006202,,91902,2395,230,7.3,0.09603340292275574
1400000US36081006300,,137746,2925,1910,4.5,0.652991452991453
1400000US36081006501,,94628,1648,1090,6.8,0.6614077669902912
1400000US36081006502,,80539,1829,1099,15.2,0.6008747949699289
1400000US36081006900,,121526,2165,1247,10.4,0.5759815242494226
1400000US36081007100,,89562,1847,1298,10.5,0.7027612344342177
1400000US36081007300,,101691,2076,1526,7.7,0.7350674373795761
1400000US36081007500,,79634,2591,1671,10.5,0.6449247394828251
1400000US36081007700,,139267,899,554,27.1,0.6162402669632926
1400000US36081007900,,111875,1381,866,16.7,0.6270818247646633
1400000US36081008100,,122798,687,315,4.4,0.4585152838427948
1400000US36081008300,,94803,963,584,12.2,0.6064382139148494
1400000US36081008500,,82708,409,212,32.1,0.5183374083129584
1400000US36081008600,,89667,980,313,14.4,0.3193877551020408
1400000US36081008700,,,1695,1341,36.2,0.7911504424778761
1400000US36081008800,,127313,1223,89,4.9,0.07277187244480784
1400000US36081009100,,99070,1016,317,6.1,0.31200787401574803
1400000US36081009400,,73636,786,323,19.3,0.410941475826972
1400000US36081009500,,127946,879,360,6.6,0.40955631399317405
1400000US36081009600,,124423,1002,213,10.9,0.2125748502994012
1400000US36081009700,,121088,1519,478,9.0,0.3146807109940751
1400000US36081009800,,84458,729,311,13.4,0.42661179698216734
1400000US36081009900,,,0,0,,
1400000US36081010000,,114327,927,158,10.5,0.1704422869471413
1400000US36081010100,,147308,1096,324,5.5,0.2956204379562044
1400000US36081010200,,107270,850,222,12.3,0.2611764705882353
1400000US36081010300,,84821,1699,752,11.7,0.442613301942319
1400000US36081010400,,95781,1102,390,12.6,0.35390199637023595
1400000US36081010500,,65233,1851,723,13.4,0.3905996758508914
1400000US36081010600,,121250,911,310,14.8,0.3402854006586169
1400000US36081010701,,,0,0,,
1400000US36081010800,,108299,792,230,7.5,0.2904040404040404
1400000US36081011000,,77031,736,375,27.9,0.5095108695652174
1400000US36081011100,,111125,1351,449,12.8,0.3323464100666173
1400000US36081011200,,69030,857,194,19.1,0.22637106184364061
1400000US36081011300,,87393,1977,1234,8.5,0.6241780475467881
1400000US36081011400,,121442,375,96,11.5,0.256
1400000US36081011500,,113370,1098,612,8.2,0.5573770491803278
1400000US36081011600,,71576,635,125,32.4,0.1968503937007874
1400000US36081011700,,125550,1712,764,9.7,0.4462616822429907
1400000US36081011800,,86754,936,156,10.7,0.16666666666666666
1400000US36081011900,,84886,713,323,6.9,0.453015427769986
1400000US36081012000,,82500,650,263,15.3,0.4046153846153846
1400000US36081012100,,108125,865,312,10.9,0.3606936416184971
1400000US36081012200,,118015,699,157,9.6,0.2246065808297568
1400000US36081012301,,106328,1361,473,3.8,0.3475385745775165
1400000US36081012400,,71435,897,377,9.4,0.42028985507246375
1400000US36081012500,,93309,637,321,7.7,0.5039246467817896
1400000US36081012601,,82450,772,183,8.5,0.23704663212435234
1400000US36081012602,,79531,766,177,10.7,0.2310704960835509
1400000US36081012800,,103750,678,157,9.2,0.23156342182890854
1400000US36081013000,,82708,700,240,6.1,0.34285714285714286
1400000US36081013200,,84452,692,235,8.2,0.33959537572254334
1400000US36081013400,,77073,2480,1295,7.4,0.5221774193548387
1400000US36081013500,,103250,579,145,6.0,0.2504317789291883
1400000US36081013600,,86601,871,402,12.8,0.46153846153846156
1400000US36081013700,,108056,846,311,5.1,0.367612293144208
1400000US36081013800,,76938,1487,461,22.0,0.31002017484868866
1400000US36081014000,,117631,1495,499,4.1,0.3337792642140468
1400000US36081014100,,100568,807,473,9.7,0.5861214374225526
1400000US36081014201,,70813,1521,658,7.8,0.43261012491781725
1400000US36081014202,,88750,663,236,12.2,0.3559577677224736
1400000US36081014300,,95446,1765,1120,12.9,0.6345609065155807
1400000US36081014400,,80101,529,364,14.3,0.6880907372400756
1400000US36081014500,,88462,1062,486,9.7,0.4576271186440678
1400000US36081014700,,94180,1413,853,9.9,0.6036801132342534
1400000US36081014800,,,655,74,7.5,0.11297709923664122
1400000US36081014900,,66000,982,799,17.6,0.8136456211812627
1400000US36081015000,,91116,589,169,4.3,0.2869269949066214
1400000US36081015100,,68932,1228,687,13.6,0.5594462540716613
1400000US36081015200,,82093,784,138,8.7,0.1760204081632653
1400000US36081015300,,88636,944,580,13.2,0.614406779661017
1400000US36081015400,,69414,551,193,10.2,0.3502722323049002
1400000US36081015500,,94375,886,496,4.2,0.5598194130925508
1400000US36081015600,,79063,815,198,13.3,0.24294478527607363
1400000US36081015700,,75982,717,530,8.0,0.7391910739191074
1400000US36081015801,,98387,1063,322,14.0,0.3029162746942615
1400000US36081015802,,105149,1227,255,7.7,0.2078239608801956
1400000US36081015900,,71615,1823,1373,9.1,0.7531541415249589
1400000US36081016100,,92042,781,393,6.4,0.5032010243277849
1400000US36081016300,,35237,1720,1319,20.8,0.766860465116279
1400000US36081016400,,80568,879,225,11.1,0.25597269624573377
1400000US36081016600,,78108,1212,248,11.3,0.20462046204620463
1400000US36081016800,,108173,851,114,11.4,0.13396004700352526
1400000US36081016900,,89679,2626,1453,6.8,0.5533130236100533
1400000US36081017000,,108229,678,141,6.0,0.2079646017699115
1400000US36081017101,,,0,0,,
1400000US36081017102,,184083,175,51,6.4,0.2914285714285714
1400000US36081017200,,74760,627,154,15.9,0.24561403508771928
1400000US36081017400,,121759,728,137,4.8,0.18818681318681318
1400000US36081017600,,83906,643,172,19.9,0.26749611197511663
1400000US36081017800,,90096,581,210,6.1,0.3614457831325301
1400000US36081017901,,81319,451,267,2.2,0.5920177383592018
1400000US36081017902,,,0,0,100.0,
1400000US36081018000,,80147,392,23,15.7,0.058673469387755105
1400000US36081018101,,78864,1806,1254,14.3,0.6943521594684385
1400000US36081018102,,83750,1799,1265,5.8,0.7031684269038355
1400000US36081018200,,93043,748,198,12.1,0.2647058823529412
1400000US36081018300,,71891,2331,1334,18.7,0.5722865722865723
1400000US36081018401,,57679,723,218,20.3,0.301521438450899
1400000US36081018402,,89766,682,123,11.2,0.18035190615835778
1400000US36081018501,,88027,1759,1031,10.0,0.5861284820920978
1400000US36081018502,,112260,1577,1091,10.8,0.6918199112238428
1400000US36081018600,,94840,563,140,13.4,0.24866785079928952
1400000US36081018700,,89479,986,458,14.7,0.4645030425963489
1400000US36081018800,,84688,396,92,9.3,0.23232323232323232
1400000US36081018900,,93333,1374,684,9.1,0.4978165938864629
1400000US36081019000,,87051,846,130,10.7,0.1536643026004728
1400000US36081019200,,93403,683,158,8.1,0.23133235724743778
1400000US36081019400,,100938,887,160,8.5,0.18038331454340473
1400000US36081019600,,72000,906,311,26.0,0.3432671081677704
1400000US36081019800,,68828,1008,224,8.9,0.2222222222222222
1400000US36081019901,,,114,59,42.7,0.5175438596491229
1400000US36081019902,,,8,0,69.7,0.0
1400000US36081019903,,,0,0,,
1400000US36081020200,,,426,99,12.1,0.2323943661971831
1400000US36081020400,,63750,685,288,17.2,0.42043795620437957
1400000US36081020500,,76786,430,80,5.4,0.18604651162790697
1400000US36081020600,,56667,462,196,14.0,0.42424242424242425
1400000US36081020800,,60486,1388,602,14.7,0.43371757925072046
1400000US36081021200,,70776,674,323,23.1,0.4792284866468843
1400000US36081021400,,87356,2280,938,17.8,0.4114035087719298
1400000US36081021601,,92609,1412,634,3.1,0.4490084985835694
1400000US36081021602,,73446,535,153,11.5,0.28598130841121494
1400000US36081021603,,,0,0,,
1400000US36081021900,,,0,0,,
1400000US36081022001,,86915,2660,1007,16.6,0.37857142857142856
1400000US36081022002,,89600,2702,1025,15.5,0.37934863064396745
1400000US36081022900,,,0,0,,
1400000US36081023000,,118494,571,56,3.5,0.09807355516637478
1400000US36081023200,,102386,1903,903,12.5,0.4745139253809774
1400000US36081023501,,60044,1575,1140,18.9,0.7238095238095238
1400000US36081023502,,82676,1181,851,15.5,0.720575783234547
1400000US36081023600,,81557,1184,582,16.7,0.49155405405405406
1400000US36081023800,,59938,1517,941,23.2,0.6203032300593276
1400000US36081024000,,59421,2215,1398,12.3,0.6311512415349887
1400000US36081024300,,60880,2344,614,8.1,0.2619453924914676
1400000US36081024500,,62647,2198,684,4.3,0.3111919927206551
1400000US36081024600,,,0,0,,
1400000US36081024700,,57143,480,269,24.9,0.5604166666666667
1400000US36081024900,,76987,2118,889,5.2,0.4197355996222852
1400000US36081025100,,90996,2535,1429,12.2,0.5637080867850098
1400000US36081025301,,70664,1771,1310,13.5,0.7396950875211745
1400000US36081025302,,66393,1267,937,17.3,0.739542225730071
1400000US36081025401,,76434,997,319,3.9,0.31995987963891676
1400000US36081025402,,41822,2154,1341,21.9,0.6225626740947076
1400000US36081025500,,92260,494,204,6.8,0.41295546558704455
1400000US36081025700,,95139,595,255,14.6,0.42857142857142855
1400000US36081025800,,107442,586,28,10.1,0.04778156996587031
1400000US36081025900,,61289,1377,733,8.1,0.5323166303558461
1400000US36081026000,,63565,745,317,17.9,0.425503355704698
1400000US36081026100,,79419,2488,1651,6.1,0.6635852090032154
1400000US36081026200,,83667,402,42,18.2,0.1044776119402985
1400000US36081026300,,87232,2113,1188,13.6,0.5622337908187411
1400000US36081026400,,86411,845,275,9.8,0.3254437869822485
1400000US36081026501,,73641,1151,641,15.7,0.5569070373588184
1400000US36081026502,,74643,420,246,6.0,0.5857142857142857
1400000US36081026600,,55441,724,324,22.1,0.44751381215469616
1400000US36081026700,,58274,2474,1780,12.8,0.719482619240097
1400000US36081026901,,58163,1522,1101,20.9,0.7233902759526938
1400000US36081026902,,53694,1483,1017,12.7,0.6857720836142953
1400000US36081027000,,110938,491,96,5.2,0.1955193482688391
1400000US36081027101,,54568,1813,1421,15.9,0.7837837837837838
1400000US36081027102,,65786,973,664,21.1,0.6824254881808839
1400000US36081027200,,97357,562,174,9.3,0.3096085409252669
1400000US36081027301,,69631,911,633,32.8,0.6948408342480791
1400000US36081027302,,81532,1350,748,19.3,0.554074074074074
1400000US36081027400,,65234,663,92,18.5,0.138763197586727
1400000US36081027500,,66971,2335,1234,24.2,0.5284796573875803
1400000US36081027600,,111250,385,68,10.2,0.17662337662337663
1400000US36081027701,,67602,1216,906,9.3,0.7450657894736842
1400000US36081027702,,69521,1551,780,16.0,0.5029013539651838
1400000US36081027800,,51992,873,434,28.5,0.49713631156930127
1400000US36081027900,,81417,2404,816,8.1,0.33943427620632277
1400000US36081028000,,80286,556,83,13.2,0.14928057553956833
1400000US36081028100,,86631,2495,1080,10.4,0.43286573146292584
1400000US36081028200,,92368,562,170,4.5,0.302491103202847
1400000US36081028300,,79340,3318,2277,11.7,0.6862567811934901
1400000US36081028400,,72633,1127,232,5.1,0.20585625554569653
1400000US36081028500,,126991,2195,1356,8.4,0.6177676537585421
1400000US36081028700,,83108,3010,1711,23.0,0.5684385382059801
1400000US36081028801,,120234,829,178,7.4,0.2147165259348613
1400000US36081028802,,89653,617,114,13.1,0.1847649918962723
1400000US36081028803,,,0,0,,
1400000US36081028900,,83870,2067,1166,9.0,0.5641025641025641
1400000US36081029100,,53384,2555,1547,10.9,0.6054794520547945
1400000US36081029300,,70556,414,185,5.6,0.4468599033816425
1400000US36081029400,,102984,2630,984,14.2,0.3741444866920152
1400000US36081029500,,81051,1871,938,10.4,0.501336183858899
1400000US36081029700,,101538,718,197,14.1,0.2743732590529248
1400000US36081029900,,,0,0,,
1400000US36081030600,,111458,1451,217,11.7,0.14955203308063406
1400000US36081030903,,75728,1736,449,2.7,0.2586405529953917
1400000US36081030904,,58726,1200,250,12.1,0.20833333333333334
1400000US36081030905,,74339,1225,255,11.0,0.20816326530612245
1400000US36081030906,,84907,1385,415,7.3,0.2996389891696751
1400000US36081031700,,75591,2338,433,21.3,0.1852010265183918
1400000US36081032000,,100417,1323,215,23.7,0.16250944822373395
1400000US36081032700,,88167,1068,430,4.7,0.40262172284644193
1400000US36081032800,,94398,910,122,10.0,0.13406593406593406
1400000US36081032900,,66573,1174,213,14.6,0.18143100511073254
1400000US36081033000,,105013,2117,417,8.3,0.19697685403873405
1400000US36081033100,,,0,0,,
1400000US36081033401,,63892,1531,535,16.7,0.34944480731548005
1400000US36081033403,,53013,2276,1167,22.0,0.5127416520210897
1400000US36081033404,,52574,2749,848,16.3,0.308475809385231
1400000US36081033405,,86065,1645,328,6.5,0.19939209726443768
1400000US36081033700,,107750,870,292,9.9,0.335632183908046
1400000US36081033900,,69755,1240,421,24.9,0.3395161290322581
1400000US36081034700,,77025,1025,231,20.9,0.2253658536585366
1400000US36081035100,,85284,1450,595,14.9,0.4103448275862069
1400000US36081035200,,105139,784,70,9.7,0.08928571428571429
1400000US36081035300,,104107,766,198,4.5,0.2584856396866841
1400000US36081035700,,93153,1209,263,18.9,0.21753515301902399
1400000US36081035800,,97128,1315,220,6.1,0.16730038022813687
1400000US36081036100,,92500,768,234,12.2,0.3046875
1400000US36081036300,,76613,644,259,11.8,0.40217391304347827
1400000US36081036500,,72031,957,370,17.9,0.38662486938349006
1400000US36081036600,,75395,1078,422,11.9,0.3914656771799629
1400000US36081036700,,78200,810,220,14.5,0.2716049382716049
1400000US36081036800,,125882,804,76,6.0,0.0945273631840796
1400000US36081037100,,81607,607,93,11.6,0.15321252059308071
1400000US36081037300,,59821,687,235,12.5,0.3420669577874818
1400000US36081037501,,92647,346,195,16.6,0.5635838150289018
1400000US36081037502,,70625,694,409,16.2,0.5893371757925072
1400000US36081037600,,112955,1954,304,4.5,0.1555783009211873
1400000US36081037700,,81797,857,302,16.8,0.352392065344224
1400000US36081037900,,80927,1468,1050,10.6,0.715258855585831
1400000US36081038100,,83654,1762,883,19.9,0.5011350737797957
1400000US36081038301,,,0,0,,
1400000US36081038302,,,0,0,,
1400000US36081038400,,100337,879,164,8.5,0.18657565415244595
1400000US36081039400,,100833,950,226,22.7,0.23789473684210527
1400000US36081039800,,86948,515,101,9.6,0.19611650485436893
1400000US36081039901,,118319,523,224,17.0,0.42829827915869984
1400000US36081039902,,58640,407,260,32.5,0.6388206388206388
1400000US36081040000,,112560,467,76,4.1,0.16274089935760172
1400000US36081040101,,60338,658,378,15.8,0.574468085106383
1400000US36081040102,,75660,1102,681,22.6,0.6179673321234119
1400000US36081040200,,103214,502,113,7.7,0.2250996015936255
1400000US36081040301,,37018,881,581,21.9,0.659477866061294
1400000US36081040302,,70179,1088,569,21.8,0.5229779411764706
1400000US36081040400,,87917,1357,415,8.7,0.3058216654384672
1400000US36081040501,,102682,250,201,14.7,0.804
1400000US36081040502,,74091,506,282,13.8,0.5573122529644269
1400000US36081040701,,77944,777,464,36.7,0.5971685971685972
1400000US36081040702,,99722,1074,487,13.6,0.45344506517690875
1400000US36081040901,,83320,445,226,10.0,0.5078651685393258
1400000US36081040902,,84091,780,460,9.5,0.5897435897435898
1400000US36081041100,,73899,1225,667,18.1,0.5444897959183673
1400000US36081041300,,72519,1059,544,33.7,0.5136921624173749
1400000US36081041400,,92939,1390,141,17.8,0.10143884892086331
1400000US36081041500,,63411,1315,543,23.5,0.4129277566539924
1400000US36081042400,,95855,864,85,1.7,0.09837962962962964
1400000US36081042600,,,0,0,66.4,
1400000US36081042700,,70921,1498,707,18.0,0.4719626168224299
1400000US36081043200,,92750,363,46,10.6,0.12672176308539945
1400000US36081043400,,95057,559,127,14.5,0.22719141323792486
1400000US36081043701,,60188,828,529,23.3,0.6388888888888888
1400000US36081043702,,66731,2170,1089,18.3,0.5018433179723503
1400000US36081043900,,68922,1114,670,18.8,0.6014362657091562
1400000US36081044000,,67463,1099,132,5.8,0.12010919017288443
1400000US36081044301,,36467,1377,871,21.2,0.6325344952795933
1400000US36081044302,,62731,1473,766,22.9,0.5200271554650373
1400000US36081044400,,46434,1436,841,21.3,0.5856545961002786
1400000US36081044601,,57614,1218,596,21.5,0.48932676518883417
1400000US36081044602,,45688,1544,1073,31.0,0.6949481865284974
1400000US36081044800,,72371,933,431,9.2,0.46195069667738475
1400000US36081045000,,148424,803,384,7.9,0.47820672478206727
1400000US36081045200,,76071,174,33,12.5,0.1896551724137931
1400000US36081045400,,84100,1752,561,17.5,0.3202054794520548
1400000US36081045500,,80100,4493,2945,16.3,0.655464055196973
1400000US36081045600,,75357,408,24,5.4,0.058823529411764705
1400000US36081045700,,82176,1173,730,9.2,0.6223358908780904
1400000US36081045800,,79236,685,218,7.2,0.3182481751824818
1400000US36081045900,,72279,1091,480,11.7,0.4399633363886343
1400000US36081046000,,57184,1871,1187,22.3,0.6344200962052379
1400000US36081046100,,77000,690,295,12.5,0.427536231884058
1400000US36081046200,,60647,2043,1164,10.8,0.5697503671071953
1400000US36081046300,,75539,1071,643,12.4,0.6003734827264239
1400000US36081046400,,118472,525,92,10.5,0.17523809523809525
1400000US36081046500,,94125,989,539,29.6,0.544994944388271
1400000US36081046600,,76885,1433,597,18.3,0.41660851360781576
1400000US36081046700,,77246,1970,1039,9.1,0.5274111675126903
1400000US36081046800,,83388,997,429,12.2,0.43029087261785354
1400000US36081046901,,73538,1347,910,14.0,0.6755753526354863
1400000US36081046902,,68353,1078,746,19.5,0.6920222634508348
1400000US36081047000,,72955,990,283,16.8,0.28585858585858587
1400000US36081047100,,60616,1484,858,13.8,0.578167115902965
1400000US36081047200,,128274,1295,361,7.0,0.27876447876447874
1400000US36081047300,,72441,1767,1003,11.2,0.5676287492925863
1400000US36081047500,,86271,1769,1041,11.5,0.5884680610514414
1400000US36081047600,,115335,525,28,3.8,0.05333333333333334
1400000US36081047801,,56848,2002,486,15.7,0.24275724275724275
1400000US36081047802,,116198,369,16,11.8,0.04336043360433604
1400000US36081047900,,87515,1899,702,21.1,0.3696682464454976
1400000US36081048000,,86250,745,172,16.8,0.23087248322147652
1400000US36081048100,,73983,1811,1329,18.9,0.7338487023743788
1400000US36081048200,,110729,413,47,7.1,0.11380145278450363
1400000US36081048301,,60568,769,353,14.9,0.459037711313394
1400000US36081048302,,85724,654,376,4.1,0.5749235474006116
1400000US36081048400,,86726,1339,266,9.4,0.19865571321882
